Company,TypeName,Inches,Weight,screen_resolution,display_type,processor_speed,processor_brand,processor_type,ssd_storage,hdd_storage,flash_storage,ram,os,Price
Lenovo,Notebook,11.6,1.4,1366x768,HD,1.6,Intel, Celeron Dual Core N3060,128,0,0,4,windows,14.627305880514848
Lenovo,2 in 1 Convertible,13.3,1.3,3200x1800,Quad HD,2.2,Intel, Core i7 6560U,0,0,0,16,windows,16.54850164854802
Acer,Notebook,15.6,2.1,1366x768,HD,2.0,Intel, Core i3 6006U,0,1024,0,4,windows,14.539653198479856
Dell,Ultrabook,12.5,1.36,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,16.259280138386238
HP,Notebook,13.3,1.11,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,15.901685259942651
Dell,Gaming,15.6,2.62,3840x2160,4K,2.8,Intel, Core i7 7700HQ,512,0,0,16,windows,16.448908692233566
Asus,Ultrabook,15.6,1.7,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,8,windows,15.771558383779068
HP,Notebook,13.3,1.49,1366x768,HD,2.4,Intel, Core i3 7100U,0,500,0,4,windows,15.379378367071261
Acer,Gaming,15.6,2.5,1920x1080,Full HD,2.5,Intel, Core i5 7300HQ,256,0,0,8,windows,15.460036030416488
Dell,Gaming,17.3,4.42,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,128,1024,0,16,windows,17.29239700129494
Toshiba,Notebook,13.3,1.05,1920x1080,Full HD,2.5,Intel, Core i5 7200U,128,0,0,4,windows,16.06307482137778
Lenovo,Gaming,15.6,2.5,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,128,1024,0,8,windows,16.022079938904493
Lenovo,Notebook,14.0,1.7,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,4,windows,15.184670822671974
HP,Gaming,17.3,2.75,1920x1080,Full HD,2.3,Intel, Core i5 6300HQ,128,1024,0,8,windows,16.18570242446129
Asus,Gaming,17.3,3.58,1920x1080,Full HD,2.7,Intel, Core i7 6820HK,0,0,0,64,windows,17.692261322355616
MSI,Gaming,15.6,2.2,1920x1080,Full HD,2.5,Intel, Core i5 7300HQ,128,1024,0,8,windows,15.824310416013445
HP,Notebook,17.3,2.5,1920x1080,Full HD,1.6,Intel, Core i5 8250U,256,0,0,8,windows,15.585709014942312
Lenovo,2 in 1 Convertible,13.3,1.3,3200x1800,Quad HD,1.8,Intel, Core i5 6260U,256,0,0,8,windows,15.963138120710761
Apple,Ultrabook,13.3,1.37,2560x1600,Quad HD,2.0,Intel, Core i5,256,0,0,8,macos,16.20618105135709
Dell,Notebook,15.6,2.3,1366x768,HD,2.4,Intel, Core i3 7100U,0,1024,0,8,windows,14.608997050572267
HP,Notebook,15.6,2.1,1920x1080,Full HD,1.8,Intel, Core i7 8550U,512,0,0,16,windows,15.91418702830301
Dell,Ultrabook,13.3,1.23,1920x1080,Full HD,2.4,Intel, Core i7 7560U,256,0,0,8,windows,16.164928918810517
Lenovo,Notebook,14.0,1.8,1920x1080,Full HD,2.3,Intel, Core i5 6300HQ,256,0,0,8,windows,15.953479875160651
Asus,Gaming,15.6,2.2,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,128,1024,0,16,windows,16.236364056853468
HP,Notebook,15.6,2.1,1920x1080,Full HD,3.0,AMD, A9-Series 9420,0,1024,0,4,windows,14.669212832248771
Lenovo,Notebook,15.6,1.85,1920x1080,Full HD,2.0,Intel, Core i3 6006U,0,1024,0,4,windows,14.432142024280825
HP,Workstation,17.3,3.0,1920x1080,Full HD,2.9,Intel, Xeon E3-1535M v5,256,0,0,16,windows,17.83519873215618
HP,Notebook,15.6,1.84,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,8,windows,16.084250331527613
Acer,Notebook,15.6,2.2,1920x1080,Full HD,2.7,Intel, Core i7 7500U,0,500,0,4,windows,15.055194298243531
Lenovo,Notebook,15.6,2.3,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,15.566829421098587
Dell,Ultrabook,13.3,1.29,1920x1080,Full HD,2.5,Intel, Core i5 7200U,128,0,0,8,windows,15.547699482810986
Asus,Gaming,17.3,2.9,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,1024,0,16,windows,16.66404055255443
Asus,Notebook,15.6,1.86,1366x768,HD,1.1,Intel, Celeron Dual Core N3350,128,0,0,4,windows,14.44632861099589
MSI,Gaming,15.6,2.2,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,128,1024,0,8,windows,15.963138120710761
Dell,Gaming,15.6,2.62,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,128,1024,0,8,windows,15.91418702830301
Razer,Gaming,14.0,1.95,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,512,0,0,16,windows,17.236861795357935
Asus,Notebook,14.0,2.0,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,8,windows,15.830919200089093
Asus,Ultrabook,13.3,1.2,3200x1800,Quad HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,15.876351948069539
Dell,2 in 1 Convertible,13.3,1.6,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,12,windows,16.07870789274442
Lenovo,Notebook,15.6,2.2,1920x1080,Full HD,2.0,Intel, Core i3 6006U,0,1024,0,4,windows,14.912941715285774
Dell,Notebook,15.6,6.2,1920x1080,Full HD,1.8,Intel, Core i7 8550U,256,0,0,8,windows,15.579443228585571
Lenovo,Gaming,15.6,2.4,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,512,0,0,16,windows,15.963138120710761
Dell,Ultrabook,14.0,1.36,1920x1080,Full HD,2.8,Intel, Core i7 7600U,256,0,0,8,windows,16.529125486575943
HP,Notebook,14.0,1.43,1920x1080,Full HD,2.3,Intel, Core i5 6200U,256,0,0,8,windows,16.298718449513274
HP,Notebook,15.6,2.18,1920x1080,Full HD,2.6,Intel, Core i7 6700HQ,0,1024,0,6,windows,15.377573870224515
Dell,Notebook,15.6,2.2,1920x1080,Full HD,1.8,Intel, Core i7 8550U,256,2048,0,16,windows,15.987288601640527
HP,Notebook,15.6,1.86,1366x768,HD,1.5,AMD, E-Series E2-9000e,0,500,0,4,no,13.746749432719792
Acer,Notebook,14.0,1.45,1366x768,HD,1.44,Intel, Atom X5-Z8350,0,0,32,2,windows,13.45525323404639
HP,Notebook,15.6,2.04,1920x1080,Full HD,2.4,Intel, Core i3 7100U,0,500,0,4,windows,15.155482355144427
Dell,2 in 1 Convertible,15.6,1.56,1920x1080,Full HD,1.8,Intel, Core i7 8550U,256,0,0,8,windows,15.770321139873806
Lenovo,Gaming,15.6,2.6,1920x1080,Full HD,2.6,Intel, Core i7 6700HQ,128,1024,0,16,windows,15.742549444190505
Dell,Ultrabook,13.3,1.22,1920x1080,Full HD,1.6,Intel, Core i5 8250U,128,0,0,8,windows,15.670687226900233
Acer,Notebook,15.6,2.2,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,8,windows,15.435961895437629
Mediacom,Notebook,14.0,1.4,1920x1080,Full HD,1.44,Intel, Atom x5-Z8350,32,0,0,4,windows,13.695524109364618
HP,Notebook,15.6,2.31,1920x1080,Full HD,2.3,Intel, Core i5 6200U,256,0,0,8,windows,15.92163641683818
Dell,2 in 1 Convertible,13.3,1.62,1920x1080,Full HD,1.6,Intel, Core i5 8250U,256,0,0,8,windows,15.413241818937546
HP,2 in 1 Convertible,14.0,1.63,1920x1080,Full HD,2.4,Intel, Core i3 7100U,128,0,0,4,windows,15.184670822671974
Dell,Notebook,15.6,2.06,3840x2160,4K,2.5,Intel, Core i5 7300HQ,256,0,0,8,windows,16.50783675121819
Dell,Gaming,15.6,2.6,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,128,1024,0,16,windows,16.133196810244804
Acer,Notebook,15.6,2.1,1366x768,HD,3.0,AMD, A9-Series 9420,0,500,0,4,windows,14.379378367071261
HP,Notebook,12.5,1.26,1366x768,HD,2.6,Intel, Core i5 7300U,256,0,0,8,windows,16.17535306127793
HP,Notebook,15.6,2.1,1366x768,HD,1.6,Intel, Celeron Dual Core N3060,0,500,0,4,windows,14.174314029874798
HP,Gaming,17.3,3.74,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,0,1024,0,12,windows,16.50783675121819
Lenovo,Workstation,15.6,2.5,3840x2160,4K,2.8,Intel, Core i7 7600U,0,0,0,16,windows,17.42333523986147
Toshiba,Notebook,13.3,1.2,1920x1080,Full HD,2.3,Intel, Core i5 6200U,128,0,0,4,windows,15.958317080164647
Dell,2 in 1 Convertible,15.6,2.08,1920x1080,Full HD,2.3,Intel, Core i3 6100U,0,1024,0,4,windows,15.37212867341678
HP,Notebook,17.3,2.5,1920x1080,Full HD,1.6,Intel, Core i5 8250U,128,1024,0,8,windows,15.667736929264922
HP,2 in 1 Convertible,13.3,1.29,3840x2160,4K,1.8,Intel, Core i7 8550U,0,0,0,16,windows,16.993499235860515
Lenovo,Ultrabook,12.5,1.36,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,16.216312378392352
Mediacom,Notebook,13.3,1.2,1920x1080,Full HD,1.1,Intel, Celeron Quad Core N3450,32,0,0,4,windows,14.262999183356934
Dell,Notebook,15.6,2.06,3840x2160,4K,2.8,Intel, Core i7 7700HQ,512,0,0,16,windows,16.96253637094567
HP,Notebook,15.6,1.96,1366x768,HD,2.5,Intel, Core i5 7200U,0,500,0,4,no,14.698418182633798
HP,Notebook,13.3,1.49,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,8,windows,15.825634596960827
Dell,Workstation,15.6,2.23,1920x1080,Full HD,3.0,Intel, Xeon E3-1505M V6,0,1024,64,8,windows,16.696248172135597
Acer,Notebook,17.3,3.3,1600x900,HD,2.0,Intel, Core i3 6006U,0,1024,0,4,windows,14.959523851494643
Dell,Notebook,15.6,2.18,1366x768,HD,2.0,Intel, Core i3 6006U,0,1024,0,4,linux,14.59660908329193
Dell,Notebook,15.6,2.18,1920x1080,Full HD,2.5,Intel, Core i5 7200U,128,1024,0,4,windows,15.569202925951279
HP,Notebook,15.6,2.04,1920x1080,Full HD,2.5,Intel, Core i5 7200U,0,1024,0,8,windows,15.390158205824505
Acer,2 in 1 Convertible,13.3,1.5,1920x1080,Full HD,1.6,Intel, Core i5 8250U,256,0,0,8,windows,15.461740336628736
HP,Notebook,14.0,1.48,1366x768,HD,2.4,Intel, Core i5 6300U,256,0,0,4,windows,15.83879687023948
Dell,Notebook,15.6,2.2,1920x1080,Full HD,1.8,Intel, Core i7 8550U,128,2048,0,8,windows,15.679502091640277
Dell,2 in 1 Convertible,13.3,1.62,1920x1080,Full HD,2.5,Intel, Core i7 6500U,256,0,0,8,windows,15.375785192290833
Toshiba,Notebook,14.0,1.75,1366x768,HD,2.3,Intel, Core i5 6200U,128,0,0,4,windows,15.729875614155395
Apple,Ultrabook,12.0,0.92,2304x1440,Full HD,1.1,Intel, Core M,0,0,256,8,mac,15.919157558769756
HP,Notebook,15.6,2.04,1366x768,HD,1.6,Intel, Core i5 8250U,0,1024,0,4,windows,14.761962624425758
Asus,Notebook,15.6,2.0,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,15.322361965258365
Lenovo,Notebook,14.0,1.87,1920x1080,Full HD,2.5,Intel, Core i5 7200U,0,500,0,4,windows,15.352071021075528
HP,Notebook,15.6,2.31,1366x768,HD,2.3,Intel, Core i3 6100U,0,500,0,4,windows,15.197308548324068
Dell,Notebook,15.6,1.9,1366x768,HD,2.5,Intel, Core i5 7200U,0,500,0,4,windows,15.423772486429716
Dell,Notebook,15.6,2.18,1920x1080,Full HD,2.5,Intel, Core i5 7200U,0,1024,0,8,windows,15.44288130937742
Dell,Ultrabook,13.3,1.3,3200x1800,Quad HD,2.5,Intel, Core i7 6500U,256,0,0,8,windows,16.043861207435945
Dell,2 in 1 Convertible,13.3,1.71,1920x1080,Full HD,2.4,Intel, Core i3 7100U,0,1024,0,4,windows,15.077596845295677
Lenovo,2 in 1 Convertible,13.9,1.38,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,8,windows,16.133196810244804
Dell,Notebook,15.6,1.93,1920x1080,Full HD,2.6,Intel, Core i5 7300U,512,0,0,16,windows,16.213948016282526
Dell,Notebook,13.3,1.65,1366x768,HD,2.0,Intel, Core i3 6006U,0,500,0,4,windows,15.465142920849576
Chuwi,Notebook,15.6,1.89,1920x1080,Full HD,1.44,Intel, Atom x5-Z8300,0,0,64,4,windows,13.672101229585458
HP,Notebook,15.6,1.91,1366x768,HD,2.5,Intel, Core i5 7200U,128,0,0,8,windows,14.937646001126998
HP,Notebook,15.6,1.86,1366x768,HD,2.5,Intel, Core i5 7200U,0,1024,0,4,windows,14.668297950276646
HP,Notebook,14.0,1.64,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,8,windows,15.946716935715273
Acer,Notebook,11.6,1.3,1366x768,HD,1.5,Intel, Celeron Dual Core 3205U,32,0,0,2,chrome,13.178465673145265
Dell,Notebook,15.6,2.36,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,16,linux,15.547699482810986
HP,2 in 1 Convertible,13.3,1.48,1920x1080,Full HD,2.4,Intel, Core i5 6300U,256,0,0,8,windows,16.405293065822054
HP,Notebook,15.6,2.31,1366x768,HD,2.3,Intel, Core i5 6200U,0,500,0,4,windows,15.963138120710761
HP,Notebook,14.0,1.63,1366x768,HD,1.6,Intel, Core i5 8250U,0,500,0,4,windows,15.231377204183708
Asus,Gaming,17.3,3.0,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,128,1024,0,8,windows,15.925346736176555
Lenovo,Notebook,14.0,1.5,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,15.837497848245768
Asus,Notebook,15.6,2.0,1366x768,HD,1.1,Intel, Pentium Quad Core N4200,0,1024,0,4,linux,14.375730955295323
Dell,Gaming,17.3,4.42,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,0,1024,0,32,windows,17.544807987495446
Asus,Notebook,15.6,2.3,1366x768,HD,2.5,Intel, Core i5 7200U,0,1024,0,8,linux,14.766161728288536
Dell,Notebook,15.6,2.18,1366x768,HD,2.4,Intel, Core i3 7100U,128,0,0,4,windows,14.830919200089093
Lenovo,Notebook,14.015748031496065,2.2,1366x768,HD,2.2,AMD, E-Series E2-9000,128,0,0,4,windows,14.182605403506189
Dell,Ultrabook,13.3,1.2,1920x1080,Full HD,1.6,Intel, Core i5 8250U,256,0,0,8,windows,16.237259862558055
Dell,2 in 1 Convertible,12.5,1.34,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,16.441154564657953
MSI,Gaming,17.3,4.14,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,512,1024,0,16,windows,17.022657363383242
Asus,Gaming,15.6,2.2,1920x1080,Full HD,2.6,Intel, Core i7 6700HQ,0,1024,0,8,windows,15.926581391828194
HP,Notebook,13.3,1.16,3200x1800,Quad HD,1.1,Intel, Core M 6Y54,256,0,0,8,windows,16.465992314480758
HP,2 in 1 Convertible,13.3,1.28,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,4,windows,16.4668412083216
MSI,Gaming,15.6,1.8,1920x1080,Full HD,2.6,Intel, Core i7 6700HQ,256,1024,0,16,windows,16.64915960534564
Google,Ultrabook,12.3,1.1,2400x1600,Full HD,1.2,Intel, Core i5 7Y57,256,0,0,8,chrome,16.34192738999432
Dell,Gaming,15.6,2.56,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,128,1024,0,8,windows,15.78603747884932
Dell,Gaming,10.748031496062993,4.42,2560x1440,Quad HD,2.9,Intel, Core i7 7820HK,256,1024,0,16,windows,17.18621794886945
HP,Notebook,15.6,2.04,1366x768,HD,2.5,Intel, Core i5 7200U,0,1024,0,8,windows,14.862226650139728
Dell,Notebook,15.6,2.06,1366x768,HD,2.3,Intel, Core i3 6100U,0,500,0,4,windows,14.648351649419729
Lenovo,Notebook,17.3,2.8,1600x900,HD,2.7,Intel, Core i7 7500U,128,1024,0,6,windows,15.625786454317646
HP,Notebook,15.6,2.1,1920x1080,Full HD,1.5,AMD, E-Series E2-9000e,0,500,0,4,windows,14.182605403506189
Dell,Notebook,15.6,2.0,1366x768,HD,2.0,Intel, Core i3 6006U,256,0,0,8,windows,15.112732707685089
Lenovo,Gaming,15.6,2.4,1920x1080,Full HD,2.5,Intel, Core i5 7300HQ,128,1024,0,8,no,15.685348888055648
Dell,Gaming,15.6,2.65,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,1024,0,16,windows,16.285306845244396
Acer,Notebook,15.6,3.0,1920x1080,Full HD,1.8,Intel, Core i7 8550U,256,0,0,8,windows,15.628823708157102
Lenovo,Ultrabook,12.5,1.3,1366x768,HD,2.3,Intel, Core i5 6200U,180,0,0,8,windows,15.837497848245768
Asus,Notebook,11.6,1.2,1366x768,HD,1.1,Intel, Celeron Dual Core N3350,0,0,64,4,windows,14.144913113434239
Lenovo,Notebook,15.6,2.4,1920x1080,Full HD,2.3,Intel, Core i3 6100U,128,0,0,6,windows,14.88780701960312
Lenovo,Notebook,15.6,2.5,1920x1080,Full HD,2.3,Intel, Core i5 6200U,0,0,0,8,windows,15.358470825267906
Lenovo,Ultrabook,14.0,1.96,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,0,0,8,windows,16.62958202357056
Lenovo,Notebook,15.6,2.2,1920x1080,Full HD,2.0,Intel, Core i3 6006U,0,1024,0,4,no,14.608966289811914
Dell,Notebook,15.6,2.18,1366x768,HD,2.5,Intel, Core i5 7200U,0,1024,0,4,windows,15.203249984490823
Lenovo,2 in 1 Convertible,13.9,1.4,3840x2160,4K,1.8,Intel, Core i7 8550U,512,0,0,16,windows,16.588051686700734
Lenovo,Notebook,13.3,1.44,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,15.625786454317646
Dell,Notebook,17.3,2.77,1920x1080,Full HD,1.8,Intel, Core i7 8550U,512,0,0,16,windows,16.332643606086105
HP,Notebook,15.6,2.1,1920x1080,Full HD,2.0,Intel, Core i3 6006U,128,1024,0,4,windows,14.698418182633798
Lenovo,Gaming,15.6,2.4,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,512,0,0,16,no,16.184670822671976
Lenovo,Gaming,15.6,2.5,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,0,0,16,windows,15.811001326784554
Asus,Gaming,17.3,3.2,1920x1080,Full HD,3.0,AMD, Ryzen 1700,256,1024,0,16,windows,16.332643606086105
Asus,Ultrabook,14.0,1.25,1920x1080,Full HD,1.8,Intel, Core i7 8550U,256,0,0,8,windows,15.837497848245768
Lenovo,Gaming,15.6,2.5,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,128,1024,0,8,windows,15.850565827458247
Acer,Notebook,15.6,2.15,1920x1080,Full HD,2.7,Intel, Core i7 7500U,0,1024,0,12,windows,15.09965683230459
Dell,Ultrabook,13.3,1.29,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,16.285306845244396
Acer,2 in 1 Convertible,13.3,1.6,1920x1080,Full HD,2.5,Intel, Core i7 6500U,256,0,0,8,windows,15.359421952302371
Lenovo,2 in 1 Convertible,13.9,1.4,1920x1080,Full HD,1.6,Intel, Core i5 8250U,256,0,0,8,windows,16.37847640077687
Toshiba,Notebook,13.3,1.2,1920x1080,Full HD,2.3,Intel, Core i5 6200U,256,0,0,8,windows,15.979886012417047
HP,Ultrabook,15.6,1.84,1920x1080,Full HD,2.5,Intel, Core i7 6500U,256,0,0,8,windows,16.076473818181988
Dell,Workstation,15.6,1.78,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,0,0,8,windows,16.96914185405624
Lenovo,2 in 1 Convertible,14.0,1.36,2560x1440,Quad HD,2.3,Intel, Core i5 6200U,256,0,0,8,windows,16.41236078377069
Asus,Gaming,15.6,2.2,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,0,1024,0,8,windows,15.625786454317646
Asus,2 in 1 Convertible,13.3,1.27,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,15.593503172424109
Lenovo,Notebook,14.0,1.44,1366x768,HD,1.1,Intel, Celeron Dual Core N3350,0,0,32,4,windows,13.925346736176555
HP,Notebook,17.3,2.65,1600x900,HD,2.0,Intel, Core i3 6006U,0,1024,0,8,windows,14.82338276565436
Toshiba,Notebook,15.6,2.2,1366x768,HD,2.3,Intel, Core i5 6200U,256,0,0,8,windows,15.863516498272931
MSI,Gaming,17.3,2.9,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,512,1024,0,16,windows,16.97332965101967
Lenovo,Notebook,15.6,1.9,1366x768,HD,1.1,Intel, Celeron Dual Core N3350,0,1024,0,4,no,13.714861622974748
Lenovo,2 in 1 Convertible,15.6,2.1,1920x1080,Full HD,2.3,Intel, Core i5 6200U,256,0,0,4,windows,15.495410360518372
Lenovo,Notebook,15.6,2.2,1366x768,HD,1.1,Intel, Celeron Dual Core N3350,0,1024,0,4,no,14.066394250521606
Lenovo,Notebook,15.6,1.85,1920x1080,Full HD,2.0,Intel, Core i3 6006U,128,0,0,4,no,14.391947040574317
Lenovo,Notebook,13.3,1.44,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,15.642412772905056
Toshiba,Ultrabook,14.0,1.24,1920x1080,Full HD,2.7,Intel, Core i7 7500U,512,0,0,16,windows,16.600482092439137
Acer,2 in 1 Convertible,11.6,1.25,1366x768,HD,1.6,Intel, Celeron Quad Core N3160,0,0,32,4,chrome,14.301576215467628
Toshiba,Notebook,15.6,2.4,1920x1080,Full HD,2.5,Intel, Core i7 6500U,512,0,0,16,windows,16.189821470916435
Dell,Notebook,17.3,2.8,1920x1080,Full HD,1.8,Intel, Core i7 8550U,128,1024,0,8,linux,15.837497848245768
Lenovo,Ultrabook,14.0,1.7,1920x1080,Full HD,2.7,Intel, Core i7 7500U,512,0,0,16,windows,16.902312928014716
Dell,Notebook,14.0,1.64,1920x1080,Full HD,2.6,Intel, Core i5 7300U,256,0,0,8,windows,16.057145921598106
Dell,Ultrabook,13.3,1.2,3200x1800,Quad HD,2.7,Intel, Core i7 7500U,0,0,0,16,windows,16.873793977468758
Lenovo,Gaming,17.3,4.6,1920x1080,Full HD,2.7,Intel, Core i7 6820HK,256,1024,0,32,windows,17.11435889050715
Toshiba,Notebook,15.6,1.39,1366x768,HD,2.4,Intel, Core i3 7100U,0,500,0,4,windows,14.669212832248771
Samsung,Ultrabook,15.0,1.23,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,16,windows,16.588051686700734
Asus,2 in 1 Convertible,11.6,1.1,1366x768,HD,1.1,Intel, Celeron Dual Core N3350,0,0,32,2,windows,13.83880998570856
HP,Workstation,15.6,2.59,1920x1080,Full HD,2.6,Intel, Core i7 6700HQ,256,0,0,8,windows,16.85770307855629
Toshiba,Notebook,14.0,1.95,1920x1080,Full HD,2.3,Intel, Core i5 6200U,256,0,0,8,windows,15.94009332154574
Toshiba,Notebook,15.6,2.2,1366x768,HD,2.5,Intel, Core i7 6500U,0,500,0,8,windows,15.400858094481714
MSI,Gaming,15.6,2.2,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,128,1024,0,8,windows,15.901685259942651
Asus,Notebook,14.0,2.0,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,15.619692696404972
Asus,Notebook,15.6,2.37,1366x768,HD,2.4,Intel, Core i3 7100U,0,1024,0,4,windows,14.375730955295323
Dell,Notebook,15.6,1.98,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,8,linux,15.541282168855767
Lenovo,2 in 1 Convertible,15.6,2.0,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,0,0,8,windows,16.07870789274442
Acer,Notebook,11.6,1.4,1366x768,HD,1.6,Intel, Celeron Dual Core N3050,0,0,32,4,windows,13.806984539853161
Acer,Notebook,15.6,2.4,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,1024,0,8,windows,15.377573870224515
Asus,Gaming,17.3,2.9,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,1024,0,16,windows,16.786731118211303
Acer,Gaming,17.3,4.2,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,1024,0,16,windows,16.902312928014716
Asus,Notebook,15.6,2.0,1366x768,HD,2.5,Intel, Core i5 7200U,256,0,0,4,windows,14.930746723919144
Asus,Notebook,14.0,1.5,1920x1080,Full HD,1.1,Intel, Celeron Dual Core N3350,0,0,32,4,windows,13.954690697758698
Dell,Notebook,15.6,2.2,1920x1080,Full HD,1.6,Intel, Core i5 8250U,256,0,0,8,windows,15.379378367071261
Dell,2 in 1 Convertible,17.3,2.77,1920x1080,Full HD,2.7,Intel, Core i7 7500U,512,0,0,16,windows,16.54850164854802
Dell,Gaming,15.6,2.56,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,512,0,0,16,windows,16.022380228475626
Asus,Ultrabook,14.0,11.1,1920x1080,Full HD,2.7,Intel, Core i7 7500U,512,0,0,16,windows,16.627305880514847
Dell,Notebook,15.6,2.3,1366x768,HD,2.4,Intel, Core i3 7100U,0,1024,0,8,windows,14.577872520710345
Asus,Notebook,15.6,2.0,1366x768,HD,1.1,Intel, Celeron Dual Core N3350,0,500,0,4,linux,13.542877099354142
Asus,Ultrabook,13.3,1.45,1920x1080,Full HD,2.5,Intel, Core i7 6500U,256,0,0,8,windows,16.0574502721839
Lenovo,Notebook,14.0,1.75,1920x1080,Full HD,1.6,Intel, Core i5 8250U,256,0,0,8,windows,15.85966934364389
Dell,Notebook,17.3,2.8,1920x1080,Full HD,1.8,Intel, Core i7 8550U,256,2048,0,16,windows,16.07870789274442
Lenovo,2 in 1 Convertible,14.0,1.8,1920x1080,Full HD,2.6,Intel, Core i7 6600U,512,0,0,8,windows,16.73719777330437
HP,Notebook,15.6,2.1,1920x1080,Full HD,3.0,AMD, A9-Series A9-9420,128,1024,0,6,windows,15.079818085212354
Lenovo,Ultrabook,12.5,0.99,2560x1440,Quad HD,1.2,Intel, Core M 6Y75,512,0,0,8,windows,16.18570242446129
Asus,Gaming,15.6,2.2,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,1024,0,16,windows,16.993499235860515
Asus,Notebook,15.6,2.0,1920x1080,Full HD,1.1,Intel, Celeron Dual Core N3350,0,1024,0,4,windows,14.161786931998636
Lenovo,Notebook,15.6,2.4,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,6,windows,15.176391344907406
Lenovo,2 in 1 Convertible,13.3,1.37,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,8,windows,16.66478058593351
Lenovo,Ultrabook,14.0,1.14,1920x1080,Full HD,2.7,Intel, Core i7 7500U,512,0,0,16,windows,16.99408821118647
Lenovo,Gaming,15.6,2.4,1920x1080,Full HD,2.5,Intel, Core i5 7300HQ,128,1024,0,8,no,15.395518069726515
Acer,Notebook,15.6,2.23,1920x1080,Full HD,2.7,Intel, Core i7 7500U,0,1024,0,8,windows,15.27079755391734
Acer,Notebook,15.6,2.1,1366x768,HD,2.5,Intel, Core i5 7200U,256,0,0,4,windows,14.961934370085324
Acer,Ultrabook,14.0,1.8,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,15.579443228585571
Acer,Notebook,15.6,2.2,1366x768,HD,2.5,AMD, A10-Series 9620P,0,1024,0,8,windows,14.912941715285774
